Result_Measure
10.3
0.5
0.34
2.8
0.8
3.0
0.1
1.0
2.0
0.5
1.6
0.79
4.0
3.0
8.0
13.8
2.0
3.6
5.9
0.39
0.5
17.0
3.0
111.0
0.66
1.1
7.9
13.8
0.49
2.0
0.93
3.4
0.65
7.0
2.6
2.0
0.0
2.0
0.58
0.5
1.0
0.5
18.0
6.0
38.7
2.0
1.0
0.5
3.0
0.05
0.94
55.0
8.0
4.0
2.2
2.0
2.0
0.35
1.0
3.0
0.25
2.6
11.0
4.0
5.0
2.0
1.8
1.0
4.7
3.0
0.5
0.5
2.0
0.97
2.0
75.3
6.1
0.5
0.5
2.5
3.0
2.0
1.9
1.4
4.4
1.0
0.9
21.0
0.67
2.0
23.3
0.5
11.0
20.0
6.0
39.0
1.1
2.0
5.1
186.0
2.1
1.0
4.0
3.0
5.0
9.3
5.4
5.0
1.0
7.2
0.5
0.5
0.27
1.0
4.2
3.0
5.3
2.0
120.0
2.7
1.0
7.5
2.0
3.1
2.0
0.5
1.0
1.3
3.0
2.0
1.0
1.0
0.5
12.4
4.0
2.0
1.6
1.0
8.0
58.7
2.2
0.0
5.5
27.9
2.0
0.93
1.9
14.0
24.8
5.4
2.0
6.4
0.0
0.08
6.0
3.0
3.0
1.4
10.0
5.0
0.29
0.7
0.05
257.0
4.3
8.0
1.0
4.0
1.0
1.4
3.8
2.0
0.5
2.0
1.0
3.2
2.0
0.5
4.8
1.7
6.0
58.7
4.9
0.5
0.91
1.0
1.1
0.8
500.0
4.5
0.8
1.0
48.2
0.5
0.1
0.5
3.6
1.0
1.0
1.8
2.0
0.1
1.1
1.0
2.2
2.0
12.6
0.5
0.79
2.1
1000.0
107.0
5.5
2.0
6.8
4.4
6.9
0.1
0.5
2.0
3.9
0.7
8.1
5.2
35.0
2.0
1.1
2.0
3.0
0.18
1.0
0.77
0.1
2.0
1.3
10.6
0.7
0.5
1.0
0.34
3.1
1.0
3.1
35.5
0.0
2.3
11.0
1.2
3.9
0.5
0.0
2.0
4.0
4.9
7.0
6.7
2.1
0.8
0.5
1.0
0.0
0.5
12.0
158.0
56.1
0.35
4.0
2.0
7.0
42.0
33.4
22.0
3.0
13.0
4.0
0.4
2.0
6.1
4.0
0.5
86.1
1.0
15.0
3.0
1.0
99.6
0.0
2.0
1.8
3.9
8.0
7.0
76.0
0.5
0.5
0.5
20.0
10.0
0.6
22.0
0.5
9.4
28.0
0.0
1.0
4.0
194.0
0.35
0.53
2.1
4.0
3.5
3.2
0.5
2.0
2.3
21.0
6.0
3.0
3.8
0.54
7.2
0.5
0.5
65.0
0.68
0.5
1.9
22.0
7.6
43.0
2.0
14.0
2.0
6.0
0.26
0.0
9.0
1.5
1.9
17.8
2.4
2.7
1.0
1.0
1.2
3.9
1.0
6.2
0.0
0.79
2.3
1.0
10.0
2.0
0.5
1.0
14.0
2.8
4.0
1.0
60.6
17.6
0.0
0.1
0.0
0.32
2.0
1.2
0.55
1.0
2.0
0.43
3.0
0.39
0.5
1.6
45.0
0.5
1.0
0.5
0.5
0.5
7.2
5.4
1.0
3.0
1.0
5.0
5.2
1.5
0.0
0.25
6.0
3.0
7.0
3.4
1.0
30.0
2.0
2.0
14.0
16.0
0.49
0.5
54.0
0.62
4.2
69.0
12.0
5.3
1.2
13.7
1.6
5.0
2.0
2.0
15.3
1.0
14.9
1.4
1.0
0.24
1.4
2.0
3.1
0.5
17.1
0.5
1.0
2.6
0.06
14.7
2.0
0.36
1.0
3.0
11.8
33.8
5.4
18.0
1.5
3.0
15.0
3.4
0.34
0.15
3.0
6.0
1.0
0.5
0.5
2.0
0.1
66.0
3.0
1.0
1.0
1.0
200.0
0.5
0.12
5.0
0.5
1.1
34.0
160.0
2.2
44.0
630.0
3.0
3.0
1.4
0.89
0.5
0.5
0.5
11.0
38.0
6.3
19.0
7.5
0.38
3.0
2.5
0.23
0.5
22.0
4.0
1.0
1.0
1.0
2.0
6.9
3.3
3.0
7.0
0.065
7.4
1.0
4.0
5.0
11.5
0.5
5.5
5.6
2.0
0.24
4.6
1.1
0.5
5.0
40.0
1.0
28.2
2.5
0.5
0.82
11.0
12.5
0.5
9.8
1.0
3.8
6.0
45.5
5.0
2.0
150.0
4.0
0.32
1.5
1.0
4.0
4.0
0.0
1.0
2.0
5.0
5.4
10.0
0.0
2.0
4.0
6.9
0.5
1.0
1.9
5.0
4.7
1.5
8.0
48.0
0.5
6.6
3.0
4.0
0.0
15.0
1.6
1.1
0.5
1.0
1.0
0.86
3.8
2.0
3.0
33.1
31.0
0.5
3.0
0.8
7.0
2.0
0.0
29.0
680.0
0.5
0.37
2.0
1.0
3.0
1.1
24.0
3.2
10.2
1.0
2.2
513.0
3.7
0.15
3.0
1.1
2.0
2.0
0.18
0.03
1.0
26.0
0.36
158.0
0.31
3.0
1.7
7.7
2.0
1.0
2.1
2.9
13.4
3.0
3.8
5.5
1.0
1.0
29.0
1.0
1.0
0.0
0.86
54.0
1.0
2.0
0.46
0.0
2.0
1.0
2.5
16.0
3.4
9.8
5.0
2.6
2.0
0.5
2.0
1.9
1.0
17.8
68.7
1.2
5.0
6.9
1.6
0.5
2.0
1.0
0.5
1.0
0.11
49.0
1.0
82.2
2.6
0.5
4.0
3.7
0.5
4.0
51.9
300.0
0.16
0.8
3.0
51.0
3.9
2.4
0.0
2.0
2.0
2.2
2.7
0.65
2.0
2.3
39.0
2.2
2.0
0.5
2.4
2.0
2.0
24.0
0.0
1.0
2.9
1.0
1.9
3.8
78.0
3.0
34.0
6.0
0.09
1.4
15.0
0.36
2.0
1.7
0.5
54.3
0.5
0.5
4.1
0.25
2.0
0.36
2.2
3.0
0.25
0.5
2.0
0.0
4.0
25.9
21.7
1.0
3.0
2.5
0.025
0.0
1.5
0.5
4.0
0.05
5.0
1.0
2.0
0.5
43.9
0.45
1.0
8.2
4.0
2.0
0.59
0.86
1.8
7.0
0.12
2.0
3.3
0.85
2.0
0.5
5.0
1.0
0.24
10.0
5.0
0.06
0.32
2.4
70.0
0.46
1.3
87.0
1.0
3.0
120.0
1.0
2.1
50.1
1.5
10.0
2.0
0.1
1.1
1.2
18.1
50.0
2.0
3.0
2.0
0.39
0.0
0.5
2.0
2.0
0.24
2.0
19.0
0.28
10.0
1.0
0.5
0.0
4.0
0.37
0.06
1.0
0.0
1.5
2.2
0.55
0.99
2.0
1.0
1.0
167.0
8.1
2.0
0.54
2.0
1.0
14.2
1.8
3.2
2.4
202.0
5.0
6.3
0.7
4.2
0.86
0.5
450.0
3.6
17.0
7.0
6.0
0.025
0.19
4.0
23.0
0.05
9.9
0.0
1.3
1.1
3.0
20.2
1.0
0.0
0.0
9.0
1.0
12.0
67.8
3.0
2.3
7.0
2.8
0.5
1.0
1.0
602.0
2.3
0.33
0.0
5.0
2.4
2.5
0.46
4.0
1.4
0.0
1.0
2.0
0.15
0.76
4.5
6.2
0.92
3.0
39.0
9.0
4.0
1.0
3.0
2.0
0.0
359.0
0.5
0.46
0.95
1.8
9.9
180.0
3.0
4.0
10.5
9.8
0.32
15.1
4.0
6.0
290.0
0.0
21.0
26.0
1.6
6.0
0.0
22.2
3.7
1.0
0.1
2.5
1.8
0.5
1.0
0.14
1.55
0.13
2.0
0.0
1.2
0.1
2.3
0.54
5.0
0.5
23.0
2.0
0.22
2.0
0.5
0.47
1.0
0.5
0.5
0.5
17.0
0.5
0.5
2.0
5.1
2.3
1.6
1.7
0.0
1.0
3.0
2.0
5.6
0.5
0.5
0.35
51.5
2.0
0.17
4.6
1.0
2.5
1.4
1.0
5.0
1.0
0.5
1.8
0.25
2.0
6.8
5.0
4.0
0.0
40.1
1.3
1.0
8.0
8.3
39.8
1.0
0.94
0.54
2.8
0.28
30.0
23.0
0.63
1.0
135.0
0.91
3.0
0.5
0.5
1.0
0.0
4.0
1.0
0.21
10.0
15.0
5.0
3.1
109.0
2.0
2.0
0.38
2.3
0.5
6.0
3.8
0.5
0.12
2.0
1.0
3.0
0.69
2.3
3.2
191.0
9.6
0.5
0.54
6.1
3.0
3.0
0.73
0.5
1.2
0.5
0.5
0.73
2.3
0.61
0.5
4.0
0.5
2.6
5.9
0.1
3.7
3.5
56.0
0.58
3.4
3.0
1.0
0.5
2.7
10.0
19.2
5.2
1.0
7.4
2.8
0.0
3.0
2.0
0.27
2.9
0.19
0.16
0.13
2.0
0.5
4.2
0.0
2.5
10.0
4.0
0.23
0.5
1.0
2.0
2.0
3.1
0.5
1.3
5.1
17.0
1.0
2.0
0.05
3.6
37.7
2.0
1.7
98.0
2.0
0.43
0.75
2.0
20.0
2.0
0.5
2.0
3.0
0.17
0.3
26.0
0.5
1.0
0.76
17.0
10.0
2.0
1.0
48.0
2.5
2.0
0.5
0.5
2.2
0.58
2.4
20.0
3.4
1.0
2.0
38.0
20.0
0.44
1.7
1.0
530.0
0.1
2.0
1.0
1.6
74.0
6.6
6.0
0.7
3.0
35.0
59.6
0.5
9.5
1.4
1.6
1.0
2.0
15.0
82.0
27.0
47.0
141.0
1.0
3.0
0.5
3.7
12.0
9.0
1.0
0.62
22.6
1.7
0.5
0.11
0.86
64.8
0.35
5.6
20.0
0.95
11.0
0.02
2.7
1.7
10.8
0.5
0.0
0.5
0.2
1.8
3.0
0.5
0.64
1.0
5.0
14.0
5.2
0.65
0.98
4.0
5.6
0.25
3.0
0.34
0.23
0.34
1.0
4.0
1.0
3.0
0.5
1.0
1.3
0.5
0.5
4.0
0.5
40.9
2.4
1.3
6.0
3.3
0.0
2.0
2.0
1.0
2.0
0.47
56.0
36.8
0.69
1.0
0.53
3.2
0.5
1.0
0.55
2.0
1.3
7.0
2.1
0.44
4.0
20.6
2.0
0.5
0.89
12.0
0.87
38.2
1.0
4.8
0.99
0.0
0.0
10.0
2.0
0.5
41.3
2.4
3.0
2.0
41.0
2.5
39.8
30.0
2.3
15.0
0.26
20.0
2.0
1.0
0.0
155.0
11.0
1.0
0.5
1.4
0.06
2.0
596.0
1.4
8.0
1.5
22.2
1.0
1.0
0.3
4.0
0.5
0.39
3.2
20.4
2.0
0.5
1.5
2.0
7.1
3.4
3.0
0.5
2.0
1.9
119.0
2.0
5.0
6.0
1.3
0.44
7.0
2.9
26.0
3.0
2.3
2.0
18.5
0.5
5.8
0.5
0.55
3.0
17.0
0.5
24.9
4.0
10.0
2.0
31.0
6.4
2.0
171.0
20.0
1.0
22.0
0.5
28.7
4.0
16.9
4.0
41.2
0.5
14.2
7.0
1.0
14.0
4.5
0.41
0.9
1.3
2.0
0.14
2.0
2.0
2.0
4.7
20.0
21.7
1.0
2.0
1.0
0.5
0.25
0.5
2.0
0.42
0.35
57.0
4.0
36.2
10.0
0.09
1.0
48.0
42.0
8.0
0.0
0.0
2.6
1.0
2.0
0.65
0.5
0.13
0.5
0.5
150.0
0.63
0.4
1.0
53.0
0.62
0.03
0.21
3.0
1.0
0.96
0.81
2.9
0.76
3.0
0.5
0.3
1.0
3.1
0.5
1.9
0.5
2.5
0.0
0.5
0.17
4.6
2.8
0.32
0.97
70.0
0.86
21.4
5.1
1.0
1.1
0.29
5.0
0.5
0.46
3.1
2.0
2.2
2.2
0.0
2.0
2.0
0.32
87.0
45.0
4.2
13.0
20.0
2.1
2.5
1.0
0.5
3.0
1.0
30.0
404.0
0.14
14.0
1.0
1.0
47.0
6.0
0.42
10.0
9.0
38.0
5.0
10.0
3.1
0.5
39.0
5.6
0.38
0.32
0.45
0.025
53.0
0.38
1.2
10.6
0.24
3.0
3.7
0.09
2.0
2.0
1.0
4.0
6.0
1.0
1.1
1.4
0.84
10.0
0.5
1.5
6.7
1.0
0.18
12.0
9.0
254.0
2.0
6.0
1.0
1.4
0.42
27.0
7.3
0.87
3.0
24.0
0.8
0.5
0.77
540.0
1.7
110.0
2.0
2.9
0.5
3.6
4.9
1.2
26.0
2.4
6.1
0.5
123.0
4.1
1.0
18.9
0.19
6.0
2.6
0.0
1.0
1.0
2.0
0.49
0.5
0.5
1.0
25.0
1.0
12.0
0.81
1.0
0.5
1.2
54.3
2.9
0.86
1.55
2.0
0.72
201.0
0.5
4.0
0.88
35.0
8.6
0.27
0.19
6.8
0.7
7.1
0.5
0.53
24.5
4.0
1.0
1.0
10.0
8.0
0.14
10.1
56.0
0.8
0.97
0.5
5.0
8.0
3.0
0.3
9.0
23.1
1.2
1.0
0.34
3.0
0.5
1.0
6.0
0.88
0.78
2.0
5.0
2.0
1.5
0.12
3.0
0.25
1.0
2.3
2.0
2.0
2.0
4.0
7.0
1.9
0.13
2.0
1.0
7.1
3.75
0.22
223.0
10.7
3.9
1.6
0.0
54.0
1.0
4.0
1.0
2.8
1.6
179.0
19.0
41.0
0.0
26.0
2.0
1.0
3.0
0.9
4.5
0.5
4.0
8.0
1.0
8.0
0.26
0.49
